Locality,Latitude,Longitude,Unit,Plane Type,strike,dip,altitude (m)
4-14-19-2,32.182793,103.760799,Tr,Cleavage,59,20,2352.839604
4-14-19-2,32.182795,103.760804,Tr,Bedding,37,32,2352.898354
4-14-19-2,32.182868,103.76079,Tr,Bedding,2,34,2356.158332
4-14-19-3,32.165243,103.771273,Fault,Fault,88,59,2709.509681
4-14-19-3,32.166738,103.774421,Fault,Fault,59,32,2708.323952
4-14-19-3,32.167004,103.774319,Tr,Bedding,44,32,2710.389736
4-14-19-3,32.167003,103.77424,Fault,Fault,68,44,2715.430019
4-14-19-3,32.167025,103.77422,Fault,Fault,273,57,2716.401699
4-14-19-4,32.165519,103.775617,Tr,Cleavage,24,17,2706.978603
4-14-19-4,32.165367,103.77553,Tr,Bedding,23,34,2707.281582
4-14-19-5,32.221101,103.78169,Tr,Cleavage,32,27,2535.177938
4-14-19-5,32.221093,103.781711,Tr,Overturned bedding,22,51,2535.423508
4-14-19-5,32.221068,103.781723,Tr,Overturned bedding,30,55,2535.491069
4-14-19-6,32.251544,103.753988,Tr,Bedding,99,46,2467.903943
4-14-19-6,32.251544,103.753988,Fault,Fault,356,24,2467.903943
4-14-19-6,32.251544,103.753988,Tr,Bedding,334,65,2467.903943
4-14-19-6,32.251544,103.753988,Tr,Bedding,101,46,2467.903943
4-14-19-7,32.285186,103.736344,Tr,Bedding,8,26,2456.888722
4-14-19-7,32.284381,103.73585,Fault,Fault,132,65,2458.035241
4-14-19-7,32.284208,103.735891,Fault,Fault,125,83,2455.526712
4-14-19-8,32.30033,103.72451,Fault,Fault,116,70,2479.598981
4-14-19-8,32.298984,103.726857,Tr,Bedding,332,37,2496.213197
4-14-19-8,32.298894,103.727091,Fault,Fault,307,25,2495.50407
4-14-19-8,32.29889,103.727086,Fault,Fault,55,47,2494.644719
4-14-19-8,32.298875,103.72715,Tr,Bedding,328,32,2494.251718
4-14-19-8,32.298912,103.727151,Tr,Bedding,336,35,2493.857005
4-14-19-8,32.298871,103.727173,Fault,Fault,92,43,2493.086489
4-14-19-8,32.298871,103.727173,Fault,Fault,93,55,2493.086489
4-14-19-9,32.320224,103.720324,Tr,Cleavage,80,62,2512.051113
4-14-19-9,32.319934,103.720359,Fault,Fault,118,44,2471.953213
4-14-19-9,32.319972,103.720346,Fault,Fault,127,89,2475.949209
4-14-19-9,32.319979,103.720939,Fault,Fault,123,87,2421.710293
4-14-19-9,32.318836,103.720327,Fault,Fault,119,79,2472.548428
4-14-19-10,32.322203,103.716061,Fault,Fault,337,59,2494.814297
4-15-19-1,31.087055,103.485546,Pt,Fault,105,75,933.66777
4-15-19-1,31.087105,103.485528,Pt,Plane Type 3,75,72,935.758469
4-15-19-3,31.786406,103.757201,S,Foliation,249,84,1636.63129
4-15-19-3,31.786606,103.757464,S,Foliation,68,79,1663.851749
4-15-19-3,31.785402,103.757938,Fault,Fault,246,86,1666.134953
4-15-19-3,31.788635,103.765054,Fault,Fault,78,86,1646.991398
4-15-19-3,31.788635,103.765054,Fault,Fault,264,85,1642.500618
4-15-19-3,31.788635,103.765054,S,Axial plane,270,44,1641.822009
4-15-19-4,31.968932,103.675961,Tr,Bedding,50,70,2111.903888
4-15-19-4,31.969278,103.675868,Fault,Fault,260,68,2121.902027
4-15-19-4,31.969278,103.675868,Fault,Fault,258,66,2121.902027
4-15-19-4,31.969283,103.675852,Fault,Fault,262,61,2124.319752
4-15-19-4,31.969337,103.675861,Fault,Fault,70,62,2114.188607
4-15-19-4,31.969337,103.675861,Fault,Fault,75,70,2114.188607
4-15-19-4,31.969346,103.675919,Fault,Fault,75,50,2114.117603
4-15-19-4,31.969183,103.675911,Tr,Bedding,49,71,2118.263355
4-15-19-5,32.318539,103.720439,Fault,Fault,97,76,2470.36874
4-15-19-5,32.318548,103.720451,Fault,Fault,350,78,2477.81918
4-15-19-5,32.318547,103.720425,Fault,Fault,351,63,2481.637295
4-15-19-5,32.318522,103.720255,Fault,Fault,111,72,2486.737637
4-15-19-5,32.318527,103.720274,Fault,Fault,333,76,2485.60873
4-15-19-5,32.313496,103.720264,Tr,Bedding,103,75,2488.902099
4-15-19-6,32.321677,103.71632,Tr,Foliation,16,38,2491.720306
4-15-19-6,32.321619,103.716347,Tr,Cleavage,24,34,2494.041178
4-15-19-6,32.321705,103.716263,Fault,Fault,325,65,2492.366277
4-15-19-6,32.3221,103.716133,Tr,Foliation,48,43,2484.630799
4-16-19-1,32.749287,103.648272,Fault,Fault,2,57,3363.296406
4-16-19-1,32.74929,103.648292,Fault,Fault,6,57,3364.979786
4-16-19-1,32.749509,103.648315,Fault,Fault,60,76,3362.527271
4-16-19-1,32.749538,103.648402,Fault,Fault,65,70,3363.105411
4-16-19-2,32.750913,103.681801,Fault,Fault,76,84,3746.759047
4-16-19-2,32.750926,103.681795,Fault,Fault,75,87,3750.011756
4-16-19-3,32.74052,103.701018,Fault,Fault,113,69,3902.583008
4-16-19-3,32.740519,103.701079,Fault,Fault,84,82,3901.170348
4-16-19-4,32.760435,103.8464,Fault,Fault,283,86,3016.728086
4-16-19-4,32.759387,103.846067,Fault,Fault,273,88,3025.071081
4-16-19-5,32.761687,103.851981,Fault,Fault,102,81,2989.974966
4-16-19-5,32.761723,103.851974,Fault,Fault,276,88,2989.980178
4-16-19-5,32.761735,103.851955,S,Bedding,1,18,2990.073756
4-16-19-6,32.771168,103.920428,Fault,Fault,10,74,2733.706752
4-16-19-6,32.771171,103.920362,Fault,Fault,100,88,2733.678316
4-16-19-6,32.771208,103.920404,S,Foliation,266,65,2734.570152
4-16-19-6,32.771281,103.920422,S,Foliation,282,88,2733.595908
4-16-19-6,32.771181,103.920441,Fault,Fault,10,75,2732.50888
4-16-19-7,32.725472,104.023193,Fault,Fault,93,59,2114.281746
4-16-19-7,32.72508,104.023082,P,Bedding,89,77,2155.371346
4-16-19-7,32.725114,104.023103,P,Bedding,76,80,2158.625252
4-16-19-7,32.72477,104.022919,Fault,Fault,131,57,2168.942879
4-16-19-7,32.724782,104.022901,Fault,Fault,130,68,2171.071053
4-16-19-7,32.724758,104.022862,Fault,Fault,135,68,2171.631844
4-16-19-8,32.700875,104.056522,P,Bedding,104,80,1810.787976
4-16-19-8,32.701378,104.056266,Fault,Fault,53,89,1814.645275
4-16-19-9,32.689899,104.064725,Fault,Fault,122,69,1724.141666
4-16-19-9,32.689737,104.064311,D,Foliation,23,65,1752.718854
4-16-19-9,32.689782,104.064656,D,Foliation,329,69,1752.338154
4-16-19-10,32.671675,104.086946,D,Bedding,98,74,1674.714681
4-16-19-10,32.671736,104.086991,D,Bedding,77,77,1675.026228
4-16-19-11,32.569788,104.128114,Fault,Fault,171,89,1365.329118
4-16-19-11,32.569583,104.12809,Tr,Bedding,171,83,1378.418068
4-17-19-1,32.447767,104.897861,Cam,Foliation,319,49,912.190643
4-17-19-1,32.447766,104.897882,Cam,Foliation,303,74,911.967377
4-17-19-1,32.447816,104.897865,Fault,Fault,276,35,908.286947
4-17-19-1,32.447813,104.897863,Fault,Fault,268,50,907.405018
4-17-19-2,32.49123,104.932366,Fault,Fault,110,86,834.1026
4-17-19-2,32.491384,104.932053,Fault,Fault,344,70,828.207247
4-17-19-2,32.49138,104.932052,Fault,Fault,65,35,828.363812
4-17-19-2,32.491378,104.932046,S,Foliation,250,57,826.415619
4-17-19-2,32.491392,104.932046,S,Foliation,69,47,827.705414
4-17-19-3,32.524698,105.010194,Pt,Foliation,263,88,875.788461
4-17-19-3,32.524617,105.009979,Pt,Foliation,105,89,869.128569
4-17-19-4,32.641164,105.173385,Pt,Foliation,66,87,981.719002
4-17-19-4,32.64133,105.174054,Fault,Fault,249,80,991.925056
4-17-19-4,32.641561,105.173512,Pt,Foliation,255,88,996.520271
4-17-19-4,32.641094,105.173847,Pt,Foliation,247,82,996.860603
4-17-19-4,32.641054,105.173618,Fault,Foliation,248,77,991.666023
4-21-19-1,32.259804,105.436455,J,Bedding,56,27,641.678539
4-21-19-2,32.269297,105.463424,J,Bedding,63,30,557.503067
4-21-19-3,32.259157,105.517494,J,Bedding,61,21,521.081184
4-21-19-4,32.24939,105.516444,J,Bedding,65,13,565.239693
4-21-19-5,32.217789,105.50697,J,Bedding,61,30,600.27918
4-21-19-6,32.191724,105.509656,K,Bedding,62,8,685.999842
4-21-19-7,32.130427,105.475865,K,Bedding,121,9,769.346597
4-21-19-7,32.13043,105.475871,K,Bedding,124,9,769.467587
4-21-19-8,32.142525,105.505475,K,Bedding,304,4,837.96344
4-21-19-8,32.139407,105.502104,K,Bedding,83,11,831.915264
4-21-19-8,32.139407,105.502126,K,Bedding,30,8,831.0471
4-21-19-9,32.149364,105.527959,K,Bedding,91,4,819.422902
4-21-19-9,32.149345,105.527964,K,Bedding,95,6,820.840568
4-21-19-10,32.205291,105.564891,K,Bedding,83,12,757.022634
4-21-19-10,32.205291,105.564891,K,Bedding,117,21,757.022634
4-21-19-10,32.205291,105.564891,K,Bedding,121,19,757.022634
4-21-19-10,32.204712,105.565117,K,Bedding,18,11,761.114588
4-21-19-10,32.204716,105.565109,K,Bedding,25,15,761.442461
4-21-19-10,32.182211,105.558659,K,Bedding,189,3,790.842473
4-21-19-10,32.182351,105.558851,K,Bedding,225,7,786.473738
4-21-19-10,32.182337,105.558816,K,Bedding,199,11,787.630805
4-21-19-11,32.292786,105.483878,J,Bedding,64,36,515.646937
4-21-19-11,32.291529,105.48521,J,Bedding,66,25,513.367674
4-21-19-11,32.291459,105.485227,J,Bedding,32,29,516.187817
4-21-19-12,32.301567,105.46979,Tr,Bedding,52,78,516.074516
4-21-19-12,32.30103,105.470334,Tr,Bedding,52,63,520.674102
4-21-19-12,32.300138,105.47228,Tr,Bedding,53,62,537.647915
4-21-19-13,32.303988,105.468338,Tr,Bedding,42,82,516.746772
4-21-19-13,32.303995,105.4683,Tr,Bedding,44,84,516.342266
4-22-19-1,32.308681,105.465017,Tr,Bedding,215,85,524.800625
4-22-19-1,32.308736,105.464673,Tr,Bedding,223,89,528.12415
4-22-19-2,32.311107,105.462739,Tr,Bedding,46,88,535.915249
4-22-19-3,32.314919,105.459715,P,Bedding,225,70,583.642178
4-22-19-3,32.313995,105.460436,Tr,Bedding,213,75,572.617764
4-22-19-3,32.312721,105.460612,Tr,Overturned bedding,235,29,566.918396
4-22-19-4,32.317468,105.457321,Tr,Bedding,49,53,618.392454
4-22-19-4,32.317336,105.457522,Tr,Bedding,58,47,620.263416
4-22-19-4,32.317161,105.457568,Fault,Fault,37,29,633.70956
4-22-19-5,32.319538,105.455128,P,Bedding,42,43,644.791348
4-22-19-5,32.319435,105.455169,Tr,Bedding,37,46,638.227749
4-22-19-5,32.319431,105.455198,Tr,Bedding,45,44,639.320766
4-22-19-6,32.32494,105.453006,C,Bedding,34,32,676.837734
4-22-19-6,32.322032,105.452624,C,Bedding,48,39,669.410697
4-22-19-7,32.328113,105.455268,C,Bedding,202,38,733.081797
4-22-19-7,32.326387,105.453831,C,Bedding,31,34,699.138197
4-22-19-8,32.327095,105.45081,Cam,Bedding,18,31,755.043657
4-22-19-8,32.32708,105.450765,Cam,Bedding,328,28,755.000644
4-22-19-8,32.327142,105.450567,Cam,Bedding,289,7,757.593838
4-22-19-8,32.327012,105.450542,Cam,Bedding,270,11,761.34164
4-22-19-8,32.324754,105.451544,C,Bedding,169,30,717.273158
4-22-19-9,32.330119,105.444957,Cam,Bedding,222,36,897.527521
4-22-19-9,32.329679,105.446977,Cam,Bedding,217,38,857.35204
4-22-19-9,32.330813,105.448563,Cam,Bedding,202,39,847.546963
4-22-19-9,32.328397,105.450739,Cam,Bedding,57,88,810.348965
4-22-19-9,32.328319,105.450777,Cam,Bedding,235,35,810.67416
4-22-19-9,32.328913,105.451375,Cam,Bedding,46,89,798.517422
4-22-19-9,32.329534,105.451329,Cam,Bedding,155,15,789.705118
4-22-19-9,32.330211,105.451699,Cam,Bedding,205,15,785.62104
4-22-19-9,32.330111,105.451684,Cam,Bedding,113,7,785.769679
4-22-19-10,32.335206,105.448087,Cam,Bedding,221,40,951.73398
4-22-19-11,32.338328,105.449735,O,Bedding,222,43,928.325771
4-22-19-12,32.350005,105.449318,D,Bedding,237,62,812.705576
4-22-19-12,32.344925,105.445745,C,Bedding,241,65,824.509853
4-22-19-12,32.344935,105.445749,C,Bedding,232,65,822.094326
4-22-19-12,32.341895,105.445635,C,Bedding,234,27,882.507007
4-22-19-12,32.340351,105.44574,D,Bedding,227,70,899.626098
4-22-19-13,32.336255,105.421875,C,Bedding,221,76,791.670498
4-22-19-13,32.336255,105.421875,Tr,Bedding,219,74,791.670498
4-22-19-14,32.343419,105.419705,Cam,Bedding,297,38,872.743855
4-22-19-14,32.342575,105.420337,O,Bedding,41,81,869.248754
4-22-19-14,32.340636,105.420793,D,Bedding,56,89,843.800648
4-22-19-15,32.344916,105.419033,Cam,Overturned bedding,210,84,881.427444
4-22-19-15,32.344793,105.419133,Cam,Bedding,207,79,882.635421
4-22-19-15,32.34476,105.419122,Cam,Bedding,199,74,882.425984
4-22-19-16,32.35897,105.421849,Cam,Bedding,218,44,1012.629509
4-22-19-17,32.36225,105.42461,J,Bedding,48,86,1180.759439
4-22-19-17,32.361548,105.424369,J,Bedding,30,74,1129.418673
4-22-19-17,32.36159,105.423275,J,Bedding,223,88,1116.514204
4-22-19-17,32.361054,105.423055,J,Bedding,32,62,1065.201329
4-22-19-17,32.361047,105.423028,J,Bedding,44,55,1065.752583
4-22-19-18,32.052057,105.089247,J,Bedding,90,16,641.533233
4-22-19-18,32.052037,105.089244,J,Bedding,100,35,640.255231
4-22-19-19,31.875806,104.730106,J,Bedding,238,48,607.053197
4-22-19-20,31.878059,104.72881,P,Bedding,229,45,632.521152
4-22-19-20,31.877894,104.728753,P,Bedding,215,48,632.148722
4-22-19-21,31.858385,104.736175,J,Bedding,209,14,590.342002
4-22-19-21,31.858367,104.736156,J,Bedding,203,32,590.54769
4-22-19-22,31.826109,104.753944,J,Bedding,73,40,569.996318
4-22-19-22,31.826094,104.75395,J,Bedding,109,35,568.813176
4-25-19-1,31.991479,104.636352,Fault,Fault,254,56,653.572998
4-25-19-1,31.991479,104.636352,Fault,Fault,252,56,653.572998
4-25-19-1,31.991463,104.636305,S,Cleavage,253,29,651.369873
4-25-19-1,31.99145,104.63634,S,Cleavage,271,31,644.146973
4-25-19-2,31.993601,104.639617,Fault,Fault,42,89,657.233643
4-25-19-2,31.993598,104.639621,Fault,Fault,219,88,657.656982
4-25-19-2,31.993567,104.639606,Fault,Fault,232,83,658.666504
4-25-19-2,31.993538,104.639583,Fault,Fault,87,69,657.969604
4-25-19-2,31.993522,104.639598,Fault,Fault,97,60,658.51709
4-25-19-2,31.993399,104.639467,Fault,Fault,55,86,661.627319
4-25-19-2,31.993409,104.639465,Fault,Fault,230,83,660.93689
4-25-19-2,31.993418,104.639466,Fault,Fault,242,57,661.517456
4-25-19-2,31.992771,104.638582,Fault,Fault,6,89,665.079346
4-25-19-2,31.992677,104.638485,Fault,Fault,274,52,655.149536
4-25-19-2,31.992532,104.638402,Fault,Fault,186,88,656.308228
4-25-19-2,31.992585,104.638399,Fault,Fault,23,76,650.161011
4-25-19-2,31.992877,104.638336,Fault,Fault,5,44,660.310181
4-25-19-2,31.992423,104.637646,Fault,Fault,349,74,656.561768
4-25-19-2,31.992432,104.637651,Fault,Fault,16,42,657.632568
4-25-19-2,31.992424,104.637667,Fault,Fault,24,38,658.859009
4-25-19-2,31.992461,104.637651,Fault,Fault,35,50,659.870239
4-25-19-2,31.992461,104.637651,Fault,Fault,38,64,659.870239
4-25-19-2,31.992448,104.637654,Fault,Fault,14,31,660.221191
4-25-19-2,31.992472,104.637585,Fault,Fault,18,47,656.799683
4-25-19-2,31.992254,104.637544,Fault,Fault,188,65,654.162109
4-25-19-2,31.992363,104.63761,Fault,Fault,348,72,651.76062
4-25-19-2,31.992407,104.63774,S,Cleavage,352,40,653.794434
4-25-19-2,31.992509,104.638017,Fault,Fault,312,39,659.464722
4-25-19-2,31.992749,104.638424,Fault,Fault,287,40,656.708374
4-25-19-2,31.976346,104.651281,D,Bedding,41,51,618.289453
4-25-19-2,31.976357,104.651287,D,Bedding,30,50,617.834367
4-25-19-3,32.073481,104.684087,S,Bedding,264,47,701.074501
4-25-19-3,32.073494,104.684053,S,Bedding,282,57,701.316506
4-25-19-3,32.073457,104.684061,S,Bedding,267,38,700.165641
4-25-19-3,32.073506,104.684036,S,Bedding,281,51,698.929491
4-25-19-4,32.075335,104.677627,S,Bedding,250,42,705.360149
4-25-19-5,32.08498,104.66815,S,Bedding,221,50,737.084947
4-25-19-5,32.085042,104.668145,S,Bedding,244,47,737.472734
4-25-19-6,32.086139,104.663495,S,Bedding,202,46,759.522826
4-25-19-6,32.086084,104.663668,Fault,Fault,243,89,758.073993
4-25-19-6,32.086127,104.663732,Fault,Fault,261,82,757.79118
4-25-19-6,32.086129,104.663734,Fault,Fault,258,77,757.506268
4-25-19-6,32.086133,104.663677,Fault,Fault,256,79,753.786663
4-25-19-6,32.08614,104.66368,Fault,Fault,66,86,753.647259
4-25-19-6,32.086131,104.663666,Fault,Fault,349,82,753.631512
4-25-19-6,32.086131,104.663666,Fault,Fault,71,86,753.631512
4-25-19-6,32.086131,104.663666,Fault,Fault,255,89,753.631512
4-25-19-6,32.086134,104.663649,Fault,Fault,273,79,753.481487
4-25-19-6,32.086133,104.663601,Fault,Fault,302,69,754.509808
4-25-19-6,32.08619,104.663507,Fault,Fault,247,78,754.096478
4-25-19-6,32.086166,104.663576,Fault,Fault,241,74,754.183392
4-25-19-6,32.086146,104.663553,Fault,Fault,248,68,753.732464
4-25-19-6,32.086136,104.663538,Fault,Fault,276,85,753.560345
4-25-19-6,32.086136,104.663538,Fault,Fault,278,85,753.560345
4-25-19-6,32.086126,104.663538,Fault,Fault,272,89,751.27055
4-25-19-6,32.086155,104.663523,Fault,Fault,276,86,753.701458
4-25-19-6,32.086134,104.663524,S,Bedding,177,32,756.197552
4-25-19-6,32.08614,104.663433,S,Bedding,179,32,752.753582
4-25-19-7,32.084292,104.653185,Fault,Fault,215,72,743.638348
4-25-19-7,32.084318,104.653152,S,Bedding,234,67,742.779827
4-25-19-7,32.08433,104.653168,S,Bedding,228,67,745.696087
4-25-19-8,32.082372,104.639092,S,Bedding,218,72,754.547527
4-25-19-8,32.082148,104.639344,S,Bedding,218,89,753.960491
4-25-19-8,32.082054,104.639474,S,Bedding,224,60,757.753948
4-25-19-8,32.081942,104.639735,S,Bedding,210,72,763.529095
4-25-19-8,32.08183,104.639828,Fault,Fault,13,81,766.803509
4-25-19-8,32.081844,104.639843,Fault,Fault,13,85,759.937542
4-25-19-8,32.081828,104.639836,Fault,Fault,190,89,760.533367
4-25-19-8,32.081825,104.639844,Fault,Fault,0,85,755.698284
4-25-19-9,32.082916,104.61435,S,Bedding,208,45,750.725705
4-25-19-9,32.082817,104.614571,S,Bedding,219,43,753.023684
4-25-19-10,32.097371,104.604148,S,Bedding,246,45,758.543621
4-25-19-10,32.096471,104.604966,Fault,Fault,307,76,780.53471
4-25-19-10,32.096348,104.60474,S,Foliation,238,43,759.559347
4-25-19-10,32.096334,104.60473,S,Foliation,205,52,759.791084
4-25-19-11,32.102652,104.596982,S,Cleavage,245,59,764.700431
4-25-19-11,32.102657,104.596977,S,Foliation,247,58,764.66526
4-25-19-11,32.102658,104.596976,S,Foliation,215,55,765.093805
4-25-19-12,32.113553,104.574385,S,Cleavage,237,39,798.30306
4-25-19-12,32.113605,104.574439,S,Cleavage,223,44,797.467472
4-25-19-13,32.116413,104.549882,S,Cleavage,222,50,800.471378
4-25-19-13,32.117779,104.568286,S,Cleavage,265,82,800.575138
4-25-19-13,32.117779,104.568286,S,Cleavage,271,79,800.575138
4-25-19-13,32.117779,104.568286,S,Foliation,249,30,800.575138
4-25-19-13,32.117779,104.568286,S,Bedding,204,47,800.575138
4-25-19-13,32.117717,104.568362,S,Cleavage,275,78,797.124943
4-25-19-13,32.11757,104.568527,S,Cleavage,255,53,805.206974
4-25-19-14,32.134168,104.538827,S,Foliation,227,54,815.264835
4-25-19-14,32.133245,104.538848,S,Foliation,234,71,844.809025
4-25-19-14,32.132745,104.539573,S,Cleavage,80,85,814.229077
4-25-19-14,32.132762,104.539568,S,Foliation,223,55,814.482585
4-25-19-14,32.132954,104.539691,S,Foliation,236,65,813.231936
4-25-19-14,32.133223,104.539869,S,Cleavage,54,83,812.125998
4-25-19-14,32.132828,104.539797,S,Cleavage,66,77,812.485718
4-25-19-14,32.132845,104.53983,S,Foliation,226,48,812.591308
4-25-19-14,32.132752,104.539935,S,Foliation,227,59,812.079425
4-25-19-14,32.132636,104.539967,S,Foliation,229,59,811.859618
4-25-19-14,32.124996,104.54083,S,Cleavage,225,79,811.049747
4-25-19-14,32.124972,104.540894,S,Cleavage,219,77,813.032658
4-25-19-15,32.140402,104.523946,S,Foliation,192,62,822.882023
4-25-19-15,32.140435,104.523844,S,Cleavage,60,72,827.361027
4-25-19-15,32.140407,104.523607,Fault,Fault,83,52,824.221622
4-25-19-15,32.140526,104.523761,S,Cleavage,66,59,812.724796
4-25-19-16,32.147421,104.503224,S,Cleavage,62,62,842.854679
4-25-19-16,32.147451,104.503297,S,Cleavage,83,72,856.483097
4-25-19-16,32.147423,104.503347,S,Cleavage,60,66,857.131535
4-25-19-16,32.147353,104.503311,S,Foliation,251,76,858.477116
4-25-19-16,32.147862,104.503362,S,Foliation,237,69,870.695744
4-25-19-16,32.143612,104.509842,S,Foliation,233,63,875.186806
4-25-19-16,32.143584,104.509824,S,Foliation,225,65,875.51878
4-25-19-17,32.160044,104.49137,Fault,Fault,208,87,867.383281
4-25-19-17,32.159553,104.491378,S,Cleavage,258,88,866.008484
4-25-19-17,32.159715,104.491344,S,Cleavage,72,75,866.851969
4-25-19-17,32.159653,104.491451,S,Cleavage,84,85,865.629558
4-25-19-18,32.166774,104.468758,S,Foliation,257,89,939.127644
4-25-19-18,32.166709,104.468839,S,Foliation,249,88,940.784382
4-25-19-18,32.164532,104.478909,Fault,Fault,220,61,898.368244
4-25-19-18,32.164543,104.478677,Fault,Fault,162,74,914.400959
4-25-19-18,32.1645,104.478687,S,Foliation,232,84,898.008137
4-25-19-18,32.164295,104.478693,S,Cleavage,256,85,905.11153
4-25-19-18,32.164314,104.478845,S,Bedding,145,58,902.426716
4-25-19-18,32.164346,104.478815,S,Foliation,249,78,900.975788
4-25-19-19,32.17825,104.443264,S,Foliation,235,89,957.181965
4-25-19-19,32.178245,104.443198,S,Foliation,251,83,954.318317
4-26-19-1,32.100893,104.669114,Fault,Fault,239,82,762.924232
4-26-19-1,32.100893,104.669025,S,Bedding,316,43,761.008217
4-26-19-1,32.100874,104.668992,S,Bedding,320,57,744.422157
4-26-19-1,32.100895,104.669233,Fault,Fault,227,86,756.558663
4-26-19-1,32.100816,104.669284,Fault,Fault,66,88,756.322631
4-26-19-1,32.10082,104.669334,Fault,Fault,241,85,756.171681
4-26-19-1,32.100801,104.669252,Fault,Fault,273,38,756.666853
4-26-19-2,32.102147,104.668069,S,Foliation,267,36,754.905556
4-26-19-2,32.102097,104.668089,S,Foliation,287,39,752.310341
4-26-19-3,32.111407,104.670629,S,Bedding,232,69,796.446571
4-26-19-3,32.111407,104.670629,S,Bedding,228,51,796.446571
4-26-19-3,32.109372,104.669875,S,Bedding,260,48,786.518715
4-26-19-3,32.109519,104.669895,S,Bedding,243,60,799.002602
4-26-19-3,32.109444,104.669791,S,Bedding,259,49,798.926674
4-26-19-4,32.115508,104.675888,Fault,Fault,215,63,802.81144
4-26-19-4,32.115505,104.675888,Fault,Fault,211,54,807.834145
4-26-19-4,32.115441,104.675937,Fault,Fault,243,35,811.400795
4-26-19-4,32.115441,104.675937,Fault,Fault,237,39,811.400795
4-26-19-4,32.115408,104.675912,S,Bedding,187,69,819.854164
4-26-19-4,32.115451,104.675761,Fault,Fault,220,43,801.74162
4-26-19-4,32.115451,104.675761,Fault,Fault,223,51,801.74162
4-26-19-4,32.115434,104.675754,Fault,Fault,222,47,800.9107
4-26-19-4,32.115423,104.67575,Fault,Fault,256,57,801.475435
4-26-19-4,32.115388,104.675704,Fault,Fault,257,42,800.967306
4-26-19-4,32.115366,104.675717,Fault,Fault,235,45,804.733559
4-26-19-4,32.115361,104.675753,Fault,Fault,259,37,801.970253
4-26-19-4,32.115358,104.675731,Fault,Fault,236,44,802.389565
4-26-19-4,32.115318,104.67569,Fault,Fault,234,59,787.770668
